assignmentId: 2PC0COK2JE1ML9V7CAIWCOZBL0JMTI
task-110-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-110-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-110-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-110-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-110-reaction-time: -1
task-110-time-of-doTask: 1298898856109
task-110-time-of-showCharacters: 1298898857249
task-111-are-same: true
task-111-character-0-alphabet: inuktitut
task-111-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iz5n9eub5k028sfxpy.png
task-111-character-0-character-number: 02
task-111-character-0-id: a1z59eb5sfxpy
task-111-character-1-alphabet: inuktitut
task-111-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aei0inbwut7k02easth.png
task-111-character-1-character-number: 02
task-111-character-1-id: ae0ibwt7asth
task-111-is-correct-answer: true
task-111-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-111-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-111-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-111-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-111-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-111-reaction-time: -1
task-111-time-of-doTask: 1298898862261
task-111-time-of-showCharacters: 1298898863555
task-112-are-same: false
task-112-character-0-alphabet: sylheti
task-112-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2sduy38l80h20mjbrov.png
task-112-character-0-character-number: 20
task-112-character-0-id: a2du3880jbrov
task-112-character-1-alphabet: tagalog
task-112-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1t2rafygr8a02edbn79.png
task-112-character-1-character-number: 02
task-112-character-1-id: a12rfyr8dbn79
task-112-is-correct-answer: true
task-112-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231670245,"which":13}
task-112-keypress_before_show_prompt_count: 0
task-112-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-112-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-112-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-112-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-112-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-112-reaction-time: 791
task-112-time-of-doTask: 1298898868566
task-112-time-of-keypress: 1298898870245
task-112-time-of-showCharacters: 1298898869454
task-113-are-same: true
task-113-character-0-alphabet: myanmar
task-113-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aym0byjcagyn252dhix.png
task-113-character-0-character-number: 25
task-113-character-0-id: ay0bjcgydhix
task-113-character-1-alphabet: myanmar
task-113-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mfoyggatln25wgo7n4.png
task-113-character-1-character-number: 25
task-113-character-1-id: a1foggtlgo7n4
task-113-is-correct-answer: true
task-113-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-113-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-113-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-113-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-113-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-113-reaction-time: -1
task-113-time-of-doTask: 1298898871253
task-113-time-of-showCharacters: 1298898872469
task-114-are-same: true
task-114-character-0-alphabet: korean
task-114-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1koho82rlwe04dr5hbg.png
task-114-character-0-character-number: 04
task-114-character-0-id: a1oh82lwr5hbg
task-114-character-1-alphabet: korean
task-114-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kmaonxrzoe04lpzden.png
task-114-character-1-character-number: 04
task-114-character-1-id: a1manxzopzden
task-114-is-correct-answer: false
task-114-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231679988,"which":13}
task-114-keypress_before_show_prompt_count: 0
task-114-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-114-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-114-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-114-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-114-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-114-reaction-time: 1222
task-114-time-of-doTask: 1298898877482
task-114-time-of-keypress: 1298898879988
task-114-time-of-showCharacters: 1298898878766
task-115-are-same: false
task-115-character-0-alphabet: atemayar
task-115-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ayotvlelum25yv1c9h.png
task-115-character-0-character-number: 25
task-115-character-0-id: a1yovlluv1c9h
task-115-character-1-alphabet: atemayar
task-115-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1aj8ts7egim23uyto4a.png
task-115-character-1-character-number: 23
task-115-character-1-id: a1j8s7giyto4a
task-115-is-correct-answer: true
task-115-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231682505,"which":13}
task-115-keypress_before_show_prompt_count: 0
task-115-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-115-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-115-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-115-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-115-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-115-reaction-time: 883
task-115-time-of-doTask: 1298898880998
task-115-time-of-keypress: 1298898882505
task-115-time-of-showCharacters: 1298898881622
task-116-are-same: false
task-116-character-0-alphabet: inuktitut
task-116-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ayi0bnjcugyk012dhix.png
task-116-character-0-character-number: 01
task-116-character-0-id: ay0bjcgydhix
task-116-character-1-alphabet: sylheti
task-116-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sm0yktl6kh19ujezd1.png
task-116-character-1-character-number: 19
task-116-character-1-id: a3m0kt6kjezd1
task-116-is-correct-answer: true
task-116-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231685095,"which":13}
task-116-keypress_before_show_prompt_count: 0
task-116-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-116-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-116-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-116-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-116-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-116-reaction-time: 722
task-116-time-of-doTask: 1298898883515
task-116-time-of-keypress: 1298898885095
task-116-time-of-showCharacters: 1298898884373
task-117-are-same: true
task-117-character-0-alphabet: korean
task-117-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/awk82oorruae28fmauz.png
task-117-character-0-character-number: 28
task-117-character-0-id: aw82oruamauz
task-117-character-1-alphabet: korean
task-117-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kpxo0arywe28txngce.png
task-117-character-1-character-number: 28
task-117-character-1-id: a2px0aywxngce
task-117-is-correct-answer: true
task-117-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-117-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-117-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-117-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-117-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-117-reaction-time: -1
task-117-time-of-doTask: 1298898886106
task-117-time-of-showCharacters: 1298898886737
task-118-are-same: false
task-118-character-0-alphabet: korean
task-118-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3k9iovbrdme0451ekue.png
task-118-character-0-character-number: 04
task-118-character-0-id: a39ivbdm1ekue
task-118-character-1-alphabet: tagalog
task-118-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tj8as7ggia05uyto4a.png
task-118-character-1-character-number: 05
task-118-character-1-id: a1j8s7giyto4a
task-118-is-correct-answer: true
task-118-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231693384,"which":13}
task-118-keypress_before_show_prompt_count: 0
task-118-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-118-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-118-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-118-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-118-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-118-reaction-time: 688
task-118-time-of-doTask: 1298898891746
task-118-time-of-keypress: 1298898893384
task-118-time-of-showCharacters: 1298898892696
task-119-are-same: true
task-119-character-0-alphabet: atemayar
task-119-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a1xtqfetzm10icsia2.png
task-119-character-0-character-number: 10
task-119-character-0-id: a31xqftzcsia2
task-119-character-1-alphabet: atemayar
task-119-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a1et6jechm108ki335.png
task-119-character-1-character-number: 10
task-119-character-1-id: a31e6jchki335
task-119-is-correct-answer: true
task-119-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-119-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-119-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-119-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-119-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-119-reaction-time: -1
task-119-time-of-doTask: 1298898894394
task-119-time-of-showCharacters: 1298898895208
task-12-are-same: false
task-12-character-0-alphabet: tagalog
task-12-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tyoavlglua10yv1c9h.png
task-12-character-0-character-number: 10
task-12-character-0-id: a1yovlluv1c9h
task-12-character-1-alphabet: tagalog
task-12-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tl2afzgyna05s31zvf.png
task-12-character-1-character-number: 05
task-12-character-1-id: a1l2fzyn31zvf
task-12-is-correct-answer: true
task-12-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231136433,"which":13}
task-12-keypress_before_show_prompt_count: 0
task-12-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-12-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-12-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-12-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-12-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-12-reaction-time: 856
task-12-time-of-doTask: 1298898334451
task-12-time-of-keypress: 1298898336433
task-12-time-of-showCharacters: 1298898335577
task-120-are-same: false
task-120-character-0-alphabet: myanmar
task-120-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mehyrxajpn32klsq0r.png
task-120-character-0-character-number: 32
task-120-character-0-id: a1ehrxjplsq0r
task-120-character-1-alphabet: myanmar
task-120-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mumyhcarjn25j9zfdp.png
task-120-character-1-character-number: 25
task-120-character-1-id: a1umhcrj9zfdp
task-120-is-correct-answer: false
task-120-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-120-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-120-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-120-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-120-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-120-reaction-time: -1
task-120-time-of-doTask: 1298898905793
task-120-time-of-showCharacters: 1298898906406
task-121-are-same: false
task-121-character-0-alphabet: korean
task-121-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kakoudr1ge28xdstsd.png
task-121-character-0-character-number: 28
task-121-character-0-id: a2akud1gdstsd
task-121-character-1-alphabet: korean
task-121-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kpxo0arywe04txngce.png
task-121-character-1-character-number: 04
task-121-character-1-id: a2px0aywxngce
task-121-is-correct-answer: true
task-121-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231712967,"which":13}
task-121-keypress_before_show_prompt_count: 0
task-121-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-121-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-121-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-121-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-121-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-121-reaction-time: 678
task-121-time-of-doTask: 1298898911414
task-121-time-of-keypress: 1298898912967
task-121-time-of-showCharacters: 1298898912289
task-122-are-same: false
task-122-character-0-alphabet: inuktitut
task-122-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3i15nxduddk03g8j4x8.png
task-122-character-0-character-number: 03
task-122-character-0-id: a315xddd8j4x8
task-122-character-1-alphabet: myanmar
task-122-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mqayt9aqkn016qumi2.png
task-122-character-1-character-number: 01
task-122-character-1-id: a3qat9qkqumi2
