assignmentId: 22O6NG1FS3NY13MLIQ6ZYZL36RSZLM
task-11-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6sfjybvluzh17yrhm6.png
task-11-character-1-character-number: 17
task-11-character-1-id: a6fjbvuzrhm6
task-11-is-correct-answer: false
task-11-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235957919,"which":97}
task-11-keypress_before_show_prompt_count: 0
task-11-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-11-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-11-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-11-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-11-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-11-reaction-time: 586
task-11-time-of-doTask: 1298903155999
task-11-time-of-keypress: 1298903157919
task-11-time-of-showCharacters: 1298903157333
task-110-are-same: false
task-110-character-0-alphabet: tagalog
task-110-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/astu8a13gkba10l7bv1.png
task-110-character-0-character-number: 10
task-110-character-0-id: asu813kb7bv1
task-110-character-1-alphabet: inuktitut
task-110-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2iqnnqdu7mk11x8zfbo.png
task-110-character-1-character-number: 11
task-110-character-1-id: a2qnqd7m8zfbo
task-110-is-correct-answer: true
task-110-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236427048,"which":102}
task-110-keypress_before_show_prompt_count: 0
task-110-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-110-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-110-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-110-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-110-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-110-reaction-time: 380
task-110-time-of-doTask: 1298903625675
task-110-time-of-keypress: 1298903627048
task-110-time-of-showCharacters: 1298903626668
task-111-are-same: false
task-111-character-0-alphabet: sylheti
task-111-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s0xyq7l55h20n5spo8.png
task-111-character-0-character-number: 20
task-111-character-0-id: a30xq7555spo8
task-111-character-1-alphabet: korean
task-111-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kpxo0arywe29txngce.png
task-111-character-1-character-number: 29
task-111-character-1-id: a2px0aywxngce
task-111-is-correct-answer: true
task-111-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236429359,"which":102}
task-111-keypress_before_show_prompt_count: 0
task-111-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-111-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-111-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-111-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-111-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-111-reaction-time: 299
task-111-time-of-doTask: 1298903628058
task-111-time-of-keypress: 1298903629359
task-111-time-of-showCharacters: 1298903629060
task-112-are-same: false
task-112-character-0-alphabet: sylheti
task-112-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sr9yq9lwqh191m1nyz.png
task-112-character-0-character-number: 19
task-112-character-0-id: a3r9q9wqm1nyz
task-112-character-1-alphabet: tagalog
task-112-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ayt0bajcggya022dhix.png
task-112-character-1-character-number: 02
task-112-character-1-id: ay0bjcgydhix
task-112-is-correct-answer: true
task-112-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236431448,"which":102}
task-112-keypress_before_show_prompt_count: 0
task-112-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-112-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-112-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-112-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-112-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-112-reaction-time: 342
task-112-time-of-doTask: 1298903630370
task-112-time-of-keypress: 1298903631448
task-112-time-of-showCharacters: 1298903631106
task-113-are-same: true
task-113-character-0-alphabet: myanmar
task-113-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mpkyuna3on01znkucn.png
task-113-character-0-character-number: 01
task-113-character-0-id: a3pkun3onkucn
task-113-character-1-alphabet: myanmar
task-113-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1maeyguanfn0116e081.png
task-113-character-1-character-number: 01
task-113-character-1-id: a1aegunf6e081
task-113-is-correct-answer: false
task-113-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236433767,"which":102}
task-113-keypress_before_show_prompt_count: 0
task-113-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-113-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-113-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-113-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-113-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-113-reaction-time: 306
task-113-time-of-doTask: 1298903632459
task-113-time-of-keypress: 1298903633767
task-113-time-of-showCharacters: 1298903633461
task-114-are-same: false
task-114-character-0-alphabet: korean
task-114-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kumohcrrje39j9zfdp.png
task-114-character-0-character-number: 39
task-114-character-0-id: a1umhcrj9zfdp
task-114-character-1-alphabet: atemayar
task-114-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1amatnxezom06lpzden.png
task-114-character-1-character-number: 06
task-114-character-1-id: a1manxzopzden
task-114-is-correct-answer: true
task-114-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236436311,"which":102}
task-114-keypress_before_show_prompt_count: 0
task-114-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-114-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-114-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-114-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-114-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-114-reaction-time: 277
task-114-time-of-doTask: 1298903634778
task-114-time-of-keypress: 1298903636311
task-114-time-of-showCharacters: 1298903636034
task-115-are-same: false
task-115-character-0-alphabet: korean
task-115-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue04fh14ls.png
task-115-character-0-character-number: 04
task-115-character-0-id: a2nm1qzuh14ls
task-115-character-1-alphabet: korean
task-115-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ks3onjrxhe28cehcip.png
task-115-character-1-character-number: 28
task-115-character-1-id: a1s3njxhehcip
task-115-is-correct-answer: true
task-115-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236438513,"which":102}
task-115-keypress_before_show_prompt_count: 0
task-115-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-115-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-115-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-115-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-115-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-115-reaction-time: 278
task-115-time-of-doTask: 1298903637322
task-115-time-of-keypress: 1298903638513
task-115-time-of-showCharacters: 1298903638235
task-116-are-same: false
task-116-character-0-alphabet: myanmar
task-116-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mumyhcarjn31j9zfdp.png
task-116-character-0-character-number: 31
task-116-character-0-id: a1umhcrj9zfdp
task-116-character-1-alphabet: korean
task-116-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kumohcrrje29j9zfdp.png
task-116-character-1-character-number: 29
task-116-character-1-id: a1umhcrj9zfdp
task-116-is-correct-answer: true
task-116-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236440424,"which":102}
task-116-keypress_before_show_prompt_count: 0
task-116-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-116-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-116-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-116-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-116-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-116-reaction-time: 271
task-116-time-of-doTask: 1298903639524
task-116-time-of-keypress: 1298903640424
task-116-time-of-showCharacters: 1298903640153
task-117-are-same: true
task-117-character-0-alphabet: sylheti
task-117-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sqkyu9lmch28gcvl35.png
task-117-character-0-character-number: 28
task-117-character-0-id: a1qku9mccvl35
task-117-character-1-alphabet: sylheti
task-117-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sj8ys7lgih28uyto4a.png
task-117-character-1-character-number: 28
task-117-character-1-id: a1j8s7giyto4a
task-117-is-correct-answer: false
task-117-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236442391,"which":102}
task-117-keypress_before_show_prompt_count: 0
task-117-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-117-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-117-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-117-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-117-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-117-reaction-time: 128
task-117-time-of-doTask: 1298903641436
task-117-time-of-keypress: 1298903642391
task-117-time-of-showCharacters: 1298903642263
task-118-are-same: false
task-118-character-0-alphabet: atemayar
task-118-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avalbtkme6qm10ipb1s.png
task-118-character-0-character-number: 10
task-118-character-0-id: avlbkm6qpb1s
task-118-character-1-alphabet: inuktitut
task-118-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3i15nxduddk11g8j4x8.png
task-118-character-1-character-number: 11
task-118-character-1-id: a315xddd8j4x8
task-118-is-correct-answer: true
task-118-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236444984,"which":102}
task-118-keypress_before_show_prompt_count: 0
task-118-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-118-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-118-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-118-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-118-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-118-reaction-time: 254
task-118-time-of-doTask: 1298903643402
task-118-time-of-keypress: 1298903644984
task-118-time-of-showCharacters: 1298903644730
task-119-are-same: false
task-119-character-0-alphabet: tagalog
task-119-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tl2afzgyna05s31zvf.png
task-119-character-0-character-number: 05
task-119-character-0-id: a1l2fzyn31zvf
task-119-character-1-alphabet: atemayar
task-119-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/azadwt60e62m231ia38.png
task-119-character-1-character-number: 23
task-119-character-1-id: azdw6062ia38
task-119-is-correct-answer: true
task-119-keypress: {"altKey":false,"charCode":102,"ctrlKey":false,"keyCode":102,"metaKey":false,"shiftKey":false,"timeStamp":1301236449111,"which":102}
task-119-keypress_before_show_prompt_count: 1
task-119-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-119-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-119-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-119-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-119-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-119-reaction-time: 308
task-119-time-of-doTask: 1298903645997
task-119-time-of-keypress: 1298903649112
task-119-time-of-showCharacters: 1298903648804
task-12-are-same: false
task-12-character-0-alphabet: korean
task-12-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kd7oxwrp0e39ygand5.png
task-12-character-0-character-number: 39
task-12-character-0-id: a3d7xwp0gand5
task-12-character-1-alphabet: myanmar
task-12-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mclyejahbn252x9yyn.png
task-12-character-1-character-number: 25
task-12-character-1-id: a1clejhbx9yyn
task-12-is-correct-answer: true
task-12-keypress: {"altKey":false,"charCode":97,"ctrlKey":false,"keyCode":97,"metaKey":false,"shiftKey":false,"timeStamp":1301235960631,"which":97}
task-12-keypress_before_show_prompt_count: 0
task-12-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-12-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-12-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-12-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-12-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-12-reaction-time: 408
task-12-time-of-doTask: 1298903158928
task-12-time-of-keypress: 1298903160631
task-12-time-of-showCharacters: 1298903160223
task-120-are-same: false
task-120-character-0-alphabet: inuktitut
